Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Major Short Nm,Student Headcount,Prorated Degrees Awarded Cnt
2010-11,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,211,175.333333333333
2010-11,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,22,19
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,67,64.5
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Pol Econ of Nat Resources,1,1
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,114,112
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,35,34.5
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,4,3.5
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,71,69
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,52,50
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,34,34
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,36,35.5
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,26,26
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,19,19
2010-11,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,40,39
2010-11,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,Business Administration,357,357
2010-11,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,15,15
2010-11,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,16,16
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Applied Sci & Tech Grad Grp,Applied Science & Tech,1,1
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,1,1
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,153,153
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,1,1
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Computer Science,25,25
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,32,32
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,16,16
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Mat Sci & Mineral Eng,8,8
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,13,13
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,62,62
2010-11,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,8,8
2010-11,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,56,57
2010-11,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,49,49
2010-11,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,22,22
2010-11,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,Design,4,4
2010-11,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Urban Design Grad Grp,Urban Design,10,10
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,6,6
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Archaeology,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classics,3,3
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,4,4
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,4,4
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,3,3
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian Studies,3,3
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,3,3
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,11,11
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian Lang & Lit,4,4
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,5,5
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,5,5
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,2,2
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Biophysics Grad Grp,Biophysics,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,3,3
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,6,6
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,9,9
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,10,10
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,39,39
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,18,18
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,6,6
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,4,4
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,3,3
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,2,2
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,8,8
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Folklore Grad Grp,Folklore,4,4
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,1,1
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Global Studies Grad Grp,International & Area Stds,2,2
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,21,21
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Latin American Studies GG,Latin American Studies,6,6
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,9,9
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,17,17
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,8,8
2010-11,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,15,15
2010-11,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,9,9
2010-11,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,18,18
2010-11,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt",2,2
2010-11,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,Microbiology,1,1
2010-11,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Plant Biology,2,2
2010-11,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Range Management Grad Grp,Range Management,3,3
2010-11,2,Masters/Professional,All,Goldman School Public Policy,Goldman School Public Policy,Public Policy,Public Policy,70,70
2010-11,2,Masters/Professional,All,Grad School of Education,Grad School of Education,Education,Education,88,88
2010-11,2,Masters/Professional,All,Grad School of Journalism,Grad School of Journalism,Journalism,Journalism,52,52
2010-11,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,72,72
2010-11,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Business Administration,247,247
2010-11,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,232,232
2010-11,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Financial Engineering,66,66
2010-11,2,Masters/Professional,All,School of Information,School of Information,Information,Info Mgmt & Systems,37,37
2010-11,2,Masters/Professional,All,School of Law,School of Law,JSP Graduate Program,Jurisprudence & Social Policy,2,2
2010-11,2,Masters/Professional,All,School of Law,School of Law,Law,Law (JD),310,310
2010-11,2,Masters/Professional,All,School of Law,School of Law,Law,Master of Laws (LLM),127,127
2010-11,2,Masters/Professional,All,School of Optometry,School of Optometry,Optometry,Optometry,62,62
2010-11,2,Masters/Professional,All,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,1,1
2010-11,2,Masters/Professional,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,7,7
2010-11,2,Masters/Professional,All,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,7,7
2010-11,2,Masters/Professional,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,Epidemiology,1,1
2010-11,2,Masters/Professional,All,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,19,19
2010-11,2,Masters/Professional,All,School of Public Health,School of Public Health,Public Health,Public Health,194,194
2010-11,2,Masters/Professional,All,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,92,92
2010-11,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,13,13
2010-11,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,60,60
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Applied Sci & Tech Grad Grp,Applied Science & Tech,6,6
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,8,8
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,31,31
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Computer Science,31,31
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,45,45
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,7,7
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,15,15
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,49,49
2010-11,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,10,10
2010-11,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,7,7
2010-11,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,4,4
2010-11,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Arch & Env Plan,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Anc Hist Med Arc Grad Grp,Anc Hist & Medit Archae,5,5
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Archaeology,1,1
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classics,3,3
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,7,7
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,1,1
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,1,1
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,18,17.5
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film and Media,1,1
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,3,3
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,4,4
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,7,7
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian Studies,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Jewish Studies Program,Jewish Studies,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Medieval Studies Program,Medieval Studies,2,1.5
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,6,6
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,6,6
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Performance Studies Grad Grp,Performance Studies,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,4,4
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,4,4
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Romance Lang & Lit Grad Pgm,Romance Lang & Lit,1,1
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian Lang & Lit,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,5,5
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,8,8
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Biophysics Grad Grp,Biophysics,14,14
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,11,11
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,44,44
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Neuroscience Graduate Program,Neuroscience,6,6
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,4,4
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,9,9
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Logic and Method of Science GG,Logic/Methodology of Science,1,1
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,19,19
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,29,29
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,10,10
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,2,2
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,20,20
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Medical Anthropology,3,3
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,1,1
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,26,26
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,5,5
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,4,4
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,32,32
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,9,9
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,23,23
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,20,20
2010-11,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,13,13
2010-11,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,19,19
2010-11,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Comparative Biochem Grad Grp,Comparative Biochemistry,4,4
2010-11,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,9,9
2010-11,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt",25,25
2010-11,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Metabolic Biology Grad Grp,Molecular & Biochem Nutrition,4,4
2010-11,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,Microbiology,8,8
2010-11,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Plant Biology,10,10
2010-11,3,Doctoral,All,Goldman School Public Policy,Goldman School Public Policy,Public Policy,Public Policy,1,1
2010-11,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,Education,33,33
2010-11,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,Educational Leadership Jnt Pgm,11,11
2010-11,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,Special Education,5,5
2010-11,3,Doctoral,All,Grad School of Education,Grad School of Education,Science & Math Educ Grad Grp,Science & Math Education,1,1
2010-11,3,Doctoral,All,Graduate Division,Graduate Division,Interdisciplinary Doctoral Pgm,Grad Div Individual Major,1,1
2010-11,3,Doctoral,All,Haas School of Business,Haas School of Business,Business,Business Administration,14,14
2010-11,3,Doctoral,All,School of Information,School of Information,Information,Info Mgmt & Systems,3,3
2010-11,3,Doctoral,All,School of Law,School of Law,JSP Graduate Program,Jurisprudence & Social Policy,11,11
2010-11,3,Doctoral,All,School of Law,School of Law,Law,Law (JD),14,14
2010-11,3,Doctoral,All,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,5,5
2010-11,3,Doctoral,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,8,8
2010-11,3,Doctoral,All,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,5,5
2010-11,3,Doctoral,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,Epidemiology,11,11
2010-11,3,Doctoral,All,School of Public Health,School of Public Health,Health Policy GG,Hlth Servs & Pol Analysis,1,1
2010-11,3,Doctoral,All,School of Public Health,School of Public Health,Infectious Diseases & Immun GG,Infec Diseases & Immunity,1,1
2010-11,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,Public Health,14,14
2010-11,3,Doctoral,All,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,10,10
2011-12,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/Eng Joint Major,1,1
2011-12,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/MSE Joint Major,7,7
2011-12,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chem Eng/NE Joint Major,4,4
2011-12,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,89,89
2011-12,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,65,65
2011-12,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,54,54
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,110,108.5
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,110,110
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,311,305.5
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,BioE/MSE Joint Major,2,2
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/MSE Joint Major,3,3
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,EECS/NE Joint Major,3,3
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,ME/NE Joint Major,2,2
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/ME Joint Major,7,7
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,MSE/NE Joint Major,2,2
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Computational Eng Science,4,3.5
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,9,7.5
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,14,13.5
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,4,4
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,52,51.5
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,21,21
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,185,183
2011-12,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,9,9
2011-12,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,165,165
2011-12,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,Urban Studies,27,27
2011-12,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,7,7
2011-12,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,3,3
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,6,4.83333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science,115,95.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,L&S Environ Econ & Policy,105,97
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,L&S Legal Studies,136,108.833333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,L&S Ops Research & Mgmt Sci,9,6
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,L&S Public Health,153,140.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,L&S Social Welfare,123,105.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,81,69.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Civilizations,21,15
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Languages,6,5.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Latin,2,1.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,27,23.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,28,19.8333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,37,31.3333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,321,290.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film,65,59
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,25,16
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,Dutch Studies,2,1
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,11,6
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,71,64
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian Studies,9,6
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,49,40
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Ancnt Egypt/NE Art & Archae,1,0.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Ancnt NE Archae & Art Hist,1,1
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Civilizations,13,10.5
