Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Major Short Nm,Student Headcount,Prorated Degrees Awarded Cnt
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,3,3
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,3,3
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Performance Studies Grad Grp,Dramatic Art,3,3
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,5,5
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,4,4
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Romance Lang & Lit Grad Pgm,Romance Philology,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,4,4
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,3,3
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Biophysics Grad Grp,Biophysics,6,6
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,2,2
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Botany,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,15,15
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Physiology,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Zoology,2,2
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Biochemistry,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,45,45
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Physical Education,Physical Education,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astronomy,9,9
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,5,5
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,6,6
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Logic and Method of Science GG,Logic/Methodology of Science,3,3
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,5,5
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,27,27
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,23,23
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,2,2
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,9,9
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,2,2
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,16,16
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,2,2
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,6,6
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,21,21
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Latin American Studies GG,Latin American Studies,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,6,6
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,15,15
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,16,16
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,7,7
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Env Chem Grad Grp,Ag & Environmental Chem,2,2
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,10,10
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Comparative Biochem Grad Grp,Comparative Biochemistry,1,1
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,6,6
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Entomology,9,9
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Plant Pathology,4,4
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Soil Science,4,4
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Wildland Resource Science,3,3
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutrition,2,2
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,Genetics,4,4
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Mol & Phys Plant Biology,1,1
1995-96,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Plant Biology,2,2
1995-96,3,Doctoral,All,Goldman School Public Policy,Goldman School Public Policy,Public Policy,Public Policy,1,1
1995-96,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,Education,27,27
1995-96,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,Special Education,3,3
1995-96,3,Doctoral,All,Grad School of Education,Grad School of Education,Science & Math Educ Grad Grp,Science & Math Education,3,3
1995-96,3,Doctoral,All,Graduate Division,Graduate Division,Interdisciplinary Doctoral Pgm,Grad Div Individual Major,3,3
1995-96,3,Doctoral,All,Haas School of Business,Haas School of Business,Business,Business Administration,16,16
1995-96,3,Doctoral,All,School of Law,School of Law,JSP Graduate Program,Jurisprudence & Social Policy,4,4
1995-96,3,Doctoral,All,School of Law,School of Law,Law,Law (JD),1,1
1995-96,3,Doctoral,All,School of Optometry,School of Optometry,Vision Science Grad Grp,Physiological Optics,3,3
1995-96,3,Doctoral,All,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,3,3
1995-96,3,Doctoral,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,1,1
1995-96,3,Doctoral,All,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,2,2
1995-96,3,Doctoral,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,Epidemiology,12,12
1995-96,3,Doctoral,All,School of Public Health,School of Public Health,Health Policy GG,Hlth Servs & Pol Analysis,3,3
1995-96,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,Parasitology,1,1
1995-96,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,Public Health,22,22
1995-96,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,SPH Microbiology,1,1
1995-96,3,Doctoral,All,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,9,9
1996-97,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,96,94
1996-97,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,56,54
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,24,24
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,114,114
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Petroleum Engineering,2,2
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,245,242.5
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,4,4
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,14,14
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,10,10
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Manufacturing Engineering,6,6
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,43,43
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Earth Resources Eng,6,6
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,32,26
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,114,111.5
1996-97,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,13,11
1996-97,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,152,152
1996-97,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,11,11
1996-97,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,CED Individual Major,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,7,7
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science,135,126.833333333333
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,L&S Legal Studies,75,64.3333333333333
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,L&S Social Welfare,88,76.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,44,34
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Civilizations,3,3
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,33,28.8333333333333
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,21,17.3333333333333
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,East Asian Languages,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,25,19.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,373,340
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film,26,21
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,22,15.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,Dutch Studies,2,2
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,15,11.8333333333333
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,51,46.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian,6,5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,33,28
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Ancnt NE Archae & Art Hist,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,4,2.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Other Arts & Humanities Pgms,Humanities Field Major,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,59,53
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,90,77.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,3,2
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,8,5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,10,8
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,1,0.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,42,35
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dramatic Art,18,16.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dramatic Art - Dance,5,5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Human Biodynamics,63,62
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,IB-General Integrat Biol,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,"IB-Morph, Physio & Dev",1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,166,154
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,L&S Genetics,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,101,93.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Biophysics,1,0.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,249,235.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,75,67.8333333333333
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,72,69.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,88,76
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astronomy,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,12,8.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth Science,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,12,11.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,1,1
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,28,21
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,54,44
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Math & Physical Sci Pgms,Physical Sci Field Major,3,3
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,44,36.8333333333333
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,20,15.1666666666667
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,Afr Amer Stds-Humanities,2,1.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,Afr Amer Stds-Social Sci,7,6.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,125,113.5
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,457,407.166666666667
1996-97,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian American Studies,7,7
